component,variable,metric_key,n_ob,n_events,null_median_low_to_high_delta_z,null_median_high_to_low_delta_z,null_median_direction_contrast_z,null_abs_median_direction_contrast_z,null_direction_contrast_sign_consistency,replicate
raw,speed_rms,raw__speed_rms,19,1471,-0.026714412046574154,-0.035663591931790764,0.010541840352575618,0.010541840352575618,0.5263157894736842,34
raw,mean_speed,raw__mean_speed,19,1471,0.09254409281094145,-0.033423714167083174,0.23604420430429526,0.23604420430429526,0.7368421052631579,35
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,0.04282079846025058,-0.08644032044768044,0.20770785334464356,0.20770785334464356,0.7368421052631579,35
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,0.06457986883077854,-0.09301132473815232,0.1976440238260141,0.1976440238260141,0.631578947368421,35
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.08878805182106664,-0.006663685681189135,0.1598174941015077,0.1598174941015077,0.6842105263157895,35
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,0.09674632196160148,-0.003583793934993973,0.1494946414491689,0.1494946414491689,0.6842105263157895,35
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.07802848518699854,0.05686451498607678,0.13404692616853042,0.13404692616853042,0.631578947368421,35
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,0.09985021849016563,0.0030178362956359978,0.13142059243051774,0.13142059243051774,0.631578947368421,35
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.06699401539927374,-0.1234598412134148,0.12334022455433417,0.12334022455433417,0.5789473684210527,35
raw,speed_rms,raw__speed_rms,19,1471,0.03151895676880895,-0.06737539457255243,0.08587474981935561,0.08587474981935561,0.631578947368421,35
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,0.036473522351368914,-0.006381088707163904,0.08064376076650881,0.08064376076650881,0.5789473684210527,35
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,0.04513544301084552,0.015940786627182978,0.07431658862565127,0.07431658862565127,0.5789473684210527,35
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,0.10869235826806761,-0.07757872985584563,0.05947690581939166,0.05947690581939166,0.6842105263157895,35
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,-0.012002199364126387,0.05079535639467503,-0.08597939672261745,0.08597939672261745,0.5263157894736842,36
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,-0.009530286152870493,0.0778495913907556,-0.07779385612635797,0.07779385612635797,0.5789473684210527,36
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.008066625927048987,0.039213446372093064,-0.07376339978155477,0.07376339978155477,0.5789473684210527,36
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,0.00548589319744297,0.07658336677295109,0.05691097259650155,0.05691097259650155,0.5263157894736842,36
raw,mean_speed,raw__mean_speed,19,1471,0.01887192120264425,-0.0250765291230044,0.0515398087684021,0.0515398087684021,0.5789473684210527,36
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.01806718957731966,0.015550167765774281,-0.03361735734309394,0.03361735734309394,0.5789473684210527,36
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,0.016430324275261476,0.04017857667889485,0.033248344468278235,0.033248344468278235,0.5263157894736842,36
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,-0.04548391525241391,-0.04263565549680998,-0.014854345158785143,0.014854345158785143,0.5263157894736842,36
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.047973434798535664,0.07036072862459597,0.01394373264506868,0.01394373264506868,0.5263157894736842,36
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.00032953470176101674,-0.04183332658802652,0.013196274989942199,0.013196274989942199,0.5263157894736842,36
raw,speed_rms,raw__speed_rms,19,1471,-0.08124266609762021,-0.05578308716686682,-0.008176787794099083,0.008176787794099083,0.5263157894736842,36
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,-0.049653401749297554,-0.039588252829309306,0.0022277982393268114,0.0022277982393268114,0.5263157894736842,36
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1470,-0.03657968926481973,0.0654400537760455,-0.22660730722597017,0.22660730722597017,0.631578947368421,37
affine_pred,speed_rms,affine_pred__speed_rms,19,1470,-0.11229472071464458,0.05734800630570008,-0.1801289033050654,0.1801289033050654,0.7368421052631579,37
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1470,-0.07283811098204146,0.06889348658663756,-0.16125943025561873,0.16125943025561873,0.631578947368421,37
affine_resid,speed_rms,affine_resid__speed_rms,19,1470,-0.07313283028698304,0.10096888622850082,-0.14532998241916534,0.14532998241916534,0.7894736842105263,37
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1470,-0.05799366998664873,0.08770385690520863,-0.13359518045693125,0.13359518045693125,0.631578947368421,37
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1470,-0.07577566688860961,0.09722182213465608,-0.09493602786411778,0.09493602786411778,0.7894736842105263,37
affine_resid,mean_speed,affine_resid__mean_speed,19,1470,-0.030810371905882976,0.035382058570640945,-0.054534824873174015,0.054534824873174015,0.6842105263157895,37
raw,mean_speed,raw__mean_speed,19,1470,-0.10884050799087253,0.08584987641989483,-0.05412428793705423,0.05412428793705423,0.5789473684210527,37
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1470,0.0277914841967245,0.013672182053488385,0.04414398723006269,0.04414398723006269,0.5263157894736842,37
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1470,0.04682168497160444,0.05553667011027452,-0.043725873918848905,0.043725873918848905,0.5263157894736842,37
raw,speed_rms,raw__speed_rms,19,1470,-0.08295676481343206,0.057911630275609416,-0.03481575324229112,0.03481575324229112,0.5789473684210527,37
affine_pred,mean_speed,affine_pred__mean_speed,19,1470,-0.03506039618965165,0.06665688858306346,-0.01716031868543591,0.01716031868543591,0.5263157894736842,37
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1469,-0.012298203436890476,0.1600929364485859,-0.15547073748852328,0.15547073748852328,0.7894736842105263,38
raw,speed_rms,raw__speed_rms,19,1469,-0.026774648542874757,-0.07579755450511307,0.10812721851599749,0.10812721851599749,0.631578947368421,38
affine_resid,speed_rms,affine_resid__speed_rms,19,1469,0.03717049598452893,-0.11672944598618973,0.09407600094126417,0.09407600094126417,0.631578947368421,38
raw,mean_speed,raw__mean_speed,19,1469,0.026861210579910977,-0.0234015150803753,0.06290435234027976,0.06290435234027976,0.6842105263157895,38
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1469,0.05211047974246691,-0.12300160058218712,0.05486365649516575,0.05486365649516575,0.631578947368421,38
affine_resid,mean_speed,affine_resid__mean_speed,19,1469,-0.016311840545111866,-0.016462918422224943,0.03308532168337848,0.03308532168337848,0.5789473684210527,38
affine_pred,mean_speed,affine_pred__mean_speed,19,1469,-0.011380664903299288,0.04071685706901096,-0.03031338224070823,0.03031338224070823,0.5789473684210527,38
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1469,0.07359826157598776,-0.05106779144350257,0.020908874808847962,0.020908874808847962,0.5789473684210527,38
affine_pred,speed_rms,affine_pred__speed_rms,19,1469,0.053056324635006424,0.054139440479714335,0.019811686879052326,0.019811686879052326,0.5263157894736842,38
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1469,-0.006542253177625662,-0.009763195973777457,-0.017549631675099042,0.017549631675099042,0.5263157894736842,38
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1469,0.04649274253149405,0.020861027699736828,0.008537957526805529,0.008537957526805529,0.5263157894736842,38
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1469,0.054044282409496214,-0.025067754029058364,-0.0024162873271072888,0.0024162873271072888,0.5263157894736842,38
raw,mean_speed,raw__mean_speed,19,1470,0.056649124522447414,0.13510981839194952,-0.21545167867217324,0.21545167867217324,0.6842105263157895,39
affine_resid,speed_rms,affine_resid__speed_rms,19,1470,-0.02272148284943054,0.07934393601441335,-0.16395182735452885,0.16395182735452885,0.5789473684210527,39
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1470,-0.03382380705491106,0.07997397084093277,-0.16269293220319547,0.16269293220319547,0.5789473684210527,39
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1470,0.029996889445494664,0.10822224069234643,-0.1501393512463329,0.1501393512463329,0.5789473684210527,39
raw,speed_rms,raw__speed_rms,19,1470,0.08843183098720613,0.14729301589865879,-0.12057490491310835,0.12057490491310835,0.631578947368421,39
affine_pred,speed_rms,affine_pred__speed_rms,19,1470,-0.007861427791268749,0.05375345285837774,-0.08697360023334214,0.08697360023334214,0.5789473684210527,39
affine_pred,mean_speed,affine_pred__mean_speed,19,1470,-0.027444390919024286,0.05173499632143819,-0.07894424092583216,0.07894424092583216,0.5789473684210527,39
affine_resid,mean_speed,affine_resid__mean_speed,19,1470,0.11314670612663624,0.11003536218027038,-0.07157861933791371,0.07157861933791371,0.5789473684210527,39
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1470,0.03283343651789053,0.003757441759965431,-0.06138074211245213,0.06138074211245213,0.5789473684210527,39
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1470,-0.03482333464780052,0.08805374096644558,0.03545948060615414,0.03545948060615414,0.5263157894736842,39
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1470,-0.01589432913427056,0.004919026204066632,0.034813504992652455,0.034813504992652455,0.5263157894736842,39
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1470,0.08833251816558915,0.061363866268529965,0.017945553621430993,0.017945553621430993,0.5263157894736842,39
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.011359185590948728,0.09406883129991696,-0.21249766371525497,0.21249766371525497,0.5789473684210527,40
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,-0.013279190406884522,0.004919026204066632,0.16644074504792825,0.16644074504792825,0.6842105263157895,40
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,-0.09833121185761554,0.074776434189614,-0.1636843737792916,0.1636843737792916,0.6842105263157895,40
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,-0.10158768634451473,0.015632192037468184,-0.10853015816587863,0.10853015816587863,0.7368421052631579,40
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,-0.0868082690822366,0.01978521612057975,-0.10756750428862608,0.10756750428862608,0.6842105263157895,40
raw,speed_rms,raw__speed_rms,19,1471,-0.06020949380465915,0.033465771557876944,-0.08777271628299871,0.08777271628299871,0.5789473684210527,40
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,-0.0655886163433862,0.06108306662753783,-0.07489625679390197,0.07489625679390197,0.5789473684210527,40
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,-0.09764015642572052,0.08168682520350234,0.06289127693287277,0.06289127693287277,0.5263157894736842,40
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.008325682227438097,-0.06179405466149296,0.04091999400507103,0.04091999400507103,0.5263157894736842,40
raw,mean_speed,raw__mean_speed,19,1471,0.011159394825505764,0.0020598937296322783,-0.03947863511357494,0.03947863511357494,0.631578947368421,40
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.05881281498671803,0.026866448207002708,-0.025052334114957164,0.025052334114957164,0.5789473684210527,40
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.029058203669793184,0.043082071398749755,0.00354221710270633,0.00354221710270633,0.5263157894736842,40
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,0.02544557852779969,-0.0943860549821166,0.1218474185692961,0.1218474185692961,0.5789473684210527,41
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.03443593270226389,-0.09879126319508834,0.11579048567785535,0.11579048567785535,0.631578947368421,41
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,-0.02923227611260873,-0.06555860466198532,0.10347414941865456,0.10347414941865456,0.6842105263157895,41
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.0647357940788924,-0.10569882790019292,0.09975139792154877,0.09975139792154877,0.631578947368421,41
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,-0.047323102271362716,-0.05279900592936404,-0.09812467344927209,0.09812467344927209,0.631578947368421,41
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,-0.026518752366661902,0.034558747335250065,-0.08133447798762108,0.08133447798762108,0.631578947368421,41
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,-0.012754882411070811,-0.014303111304323601,0.05077142226905046,0.05077142226905046,0.631578947368421,41
raw,speed_rms,raw__speed_rms,19,1471,-0.01142389159550615,-0.08094107690910256,0.04777653581575306,0.04777653581575306,0.5263157894736842,41
raw,mean_speed,raw__mean_speed,19,1471,-0.00861613009820933,-0.032448986368654564,0.046874088614154874,0.046874088614154874,0.5263157894736842,41
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.009070903202449299,-0.09015067691060857,0.04251617130453239,0.04251617130453239,0.631578947368421,41
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.0652135974034155,-0.07063802287275875,-0.027330678534204345,0.027330678534204345,0.5263157894736842,41
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.022812496342811683,-0.013994834034997947,-0.009899728126743196,0.009899728126743196,0.5263157894736842,41
affine_resid,mean_speed,affine_resid__mean_speed,19,1470,-0.04708776480323268,-0.05679342369705023,0.09082854878757651,0.09082854878757651,0.5789473684210527,42
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1470,-0.04586604683844786,0.03948940706640147,0.08827232719600286,0.08827232719600286,0.5789473684210527,42
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1470,0.05979800653470946,-0.08890080937729233,0.0806080437002278,0.0806080437002278,0.6842105263157895,42
raw,speed_rms,raw__speed_rms,19,1470,-0.02442813023335552,-0.005274340743613104,-0.07807367741330123,0.07807367741330123,0.5263157894736842,42
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1470,-0.03346758919114118,0.02411905015449023,0.07731155392654199,0.07731155392654199,0.5263157894736842,42
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1470,0.049436112648444,-0.015210612232196954,0.07663163946015272,0.07663163946015272,0.631578947368421,42
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1470,0.006925937051330516,-0.06616529006537802,0.0666206574059024,0.0666206574059024,0.631578947368421,42
affine_resid,speed_rms,affine_resid__speed_rms,19,1470,-0.047243812578540656,0.026179943747025383,0.044935439197508475,0.044935439197508475,0.5263157894736842,42
affine_pred,speed_rms,affine_pred__speed_rms,19,1470,-0.07400852393725832,-0.03461430103610946,-0.04435046565096279,0.04435046565096279,0.5789473684210527,42
affine_pred,mean_speed,affine_pred__mean_speed,19,1470,-0.03383528665439059,-0.00918228441178559,0.04270320595169935,0.04270320595169935,0.5789473684210527,42
raw,mean_speed,raw__mean_speed,19,1470,-0.03346882668192974,-0.05605435793526625,0.02764163239720538,0.02764163239720538,0.5263157894736842,42
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1470,-0.02855095620117727,-0.047393687271271086,-0.0006812610894038548,0.0006812610894038548,0.5263157894736842,42
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1470,0.0580074386670123,-0.04453340740576969,0.18636560615188227,0.18636560615188227,0.631578947368421,43
raw,speed_rms,raw__speed_rms,19,1470,0.06859567240380798,-0.06957893642604374,0.14492667504174406,0.14492667504174406,0.631578947368421,43
raw,mean_speed,raw__mean_speed,19,1470,0.08557853595615444,-0.07732285954819518,0.13856592854305375,0.13856592854305375,0.5789473684210527,43
affine_pred,speed_rms,affine_pred__speed_rms,19,1470,0.16324201038535535,-0.08384766267720922,0.11421394889567982,0.11421394889567982,0.5789473684210527,43
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1470,0.007210051007014034,-0.035388319024162194,-0.07806616452461324,0.07806616452461324,0.5263157894736842,43
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1470,0.013446715294533174,-0.03821835511685906,0.05654084007228638,0.05654084007228638,0.631578947368421,43
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1470,-0.028773813394131348,-0.02512937923483596,0.04995971465632852,0.04995971465632852,0.631578947368421,43
affine_pred,mean_speed,affine_pred__mean_speed,19,1470,0.051272491105250784,-0.029841551459291238,0.044369525415885,0.044369525415885,0.5263157894736842,43
affine_resid,mean_speed,affine_resid__mean_speed,19,1470,-0.023911263956524903,-0.1308923172229971,0.04044165686530439,0.04044165686530439,0.5263157894736842,43
affine_resid,speed_rms,affine_resid__speed_rms,19,1470,-0.037703092817848824,-0.03993237266298674,0.03418965658377954,0.03418965658377954,0.631578947368421,43
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1470,0.005510941954837234,-0.05380881451820327,0.027966466752420496,0.027966466752420496,0.5789473684210527,43
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1470,-0.028372851325937087,-0.05288919654319002,-0.009496283334160471,0.009496283334160471,0.5263157894736842,43
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,-0.050277526646262824,0.028199983192458603,-0.16952752451818576,0.16952752451818576,0.631578947368421,44
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.015014438591367057,0.12196733122306339,-0.16173264912569715,0.16173264912569715,0.6842105263157895,44
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.11825122630602344,0.01441113330156929,-0.1448314645188164,0.1448314645188164,0.7368421052631579,44
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.017159575757877008,0.037190449339676315,0.0918814307870329,0.0918814307870329,0.5789473684210527,44
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,0.011892179063202113,0.04656516057172715,-0.09104130866029303,0.09104130866029303,0.631578947368421,44
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,0.01078590138700862,0.04325608569450402,0.06551823955362435,0.06551823955362435,0.5789473684210527,44
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,0.025562030212667786,0.07974034467401658,-0.03532614682644991,0.03532614682644991,0.5263157894736842,44
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.09796986327744464,0.0350678742862246,0.028129038283106103,0.028129038283106103,0.5789473684210527,44
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,-0.048691374793295605,0.049944458529685765,0.022044462212921306,0.022044462212921306,0.5263157894736842,44
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,-0.03935995648918396,0.02393784469944632,-0.013712163926419996,0.013712163926419996,0.5263157894736842,44
raw,mean_speed,raw__mean_speed,19,1471,0.00813264157525373,0.04771343971534712,0.008131535589041089,0.008131535589041089,0.5263157894736842,44
raw,speed_rms,raw__speed_rms,19,1471,-0.08152566572153754,0.04727509080809533,-0.0009052018264485706,0.0009052018264485706,0.5263157894736842,44
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,0.07467822165228165,-0.01905451033906866,0.11320179423372898,0.11320179423372898,0.5789473684210527,45
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,-0.01033012665382338,0.05705551323124308,-0.09913651963423305,0.09913651963423305,0.5789473684210527,45
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,0.04754475666048834,0.03403731256052245,-0.07801062608872028,0.07801062608872028,0.5789473684210527,45
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.0842179751933724,0.04929319973228963,-0.07734235985746706,0.07734235985746706,0.5789473684210527,45
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,-0.031394983441413254,-0.039958950461428666,-0.07671096559164689,0.07671096559164689,0.5263157894736842,45
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,0.013644870119608021,0.0520412641087369,-0.057421608071235586,0.057421608071235586,0.5789473684210527,45
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.08449240780980306,0.008001560775974248,-0.05455206509519615,0.05455206509519615,0.5263157894736842,45
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,0.015672490379150736,-0.0007991322235925136,-0.04716847061306145,0.04716847061306145,0.5789473684210527,45
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.11202154812589449,-0.07803257360261251,0.044452458076315704,0.044452458076315704,0.5263157894736842,45
raw,speed_rms,raw__speed_rms,19,1471,0.026414205920434607,0.030637211759553112,-0.04411594173398786,0.04411594173398786,0.5789473684210527,45
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.05938400708056457,0.027902154072386165,0.02458409531125136,0.02458409531125136,0.5789473684210527,45
raw,mean_speed,raw__mean_speed,19,1471,0.10158067933348847,0.03288788249231006,0.02346299577418226,0.02346299577418226,0.5789473684210527,45
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.04497887783532563,-0.045645003545272456,-0.1512949585543514,0.1512949585543514,0.5263157894736842,46
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.012521860799660306,-0.06388434933251198,0.11642094026382777,0.11642094026382777,0.5789473684210527,46
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,0.03046204951094833,-0.06511566154538787,0.09511057625823183,0.09511057625823183,0.6842105263157895,46
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,-0.0010337206667657417,0.02285350616283721,0.05930402193205547,0.05930402193205547,0.5263157894736842,46
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,0.1264523932099564,-0.04932857772226773,0.05872639057226922,0.05872639057226922,0.7368421052631579,46
raw,speed_rms,raw__speed_rms,19,1471,-0.05067432516806834,-0.0712630817801605,-0.05363178012615033,0.05363178012615033,0.5263157894736842,46
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,-0.041009506798570905,-0.07055870874232119,-0.052175853520551374,0.052175853520551374,0.5789473684210527,46
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,0.08516208692284721,-0.04225727552624775,0.04670151101777567,0.04670151101777567,0.5263157894736842,46
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.0025956337515512795,-0.015661717915777196,0.038455228106758034,0.038455228106758034,0.5263157894736842,46
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,0.04344773442006755,0.022287708391284355,-0.0337589281418158,0.0337589281418158,0.5789473684210527,46
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.006694816050644148,0.0068754114004662276,0.03223263554716595,0.03223263554716595,0.5263157894736842,46
raw,mean_speed,raw__mean_speed,19,1471,-0.07564989149552159,-0.008664707347668686,0.020776457907904833,0.020776457907904833,0.5789473684210527,46
affine_pred,mean_speed,affine_pred__mean_speed,19,1470,-0.061531377308412516,0.04559421070566874,-0.1405639425442675,0.1405639425442675,0.631578947368421,47
raw,speed_rms,raw__speed_rms,19,1470,0.03555905168038312,-0.008602959468362134,-0.13222257832253773,0.13222257832253773,0.5263157894736842,47
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1470,0.0069918816317637855,0.07644333659857364,0.131264009999574,0.131264009999574,0.5789473684210527,47
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1470,0.011367982397019916,0.019410698112256652,-0.09599869040737974,0.09599869040737974,0.6842105263157895,47
affine_resid,mean_speed,affine_resid__mean_speed,19,1470,0.033619673981088824,0.0203084726929999,-0.0890603133524597,0.0890603133524597,0.5789473684210527,47
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1470,-0.04578582217214011,0.058146229365487745,-0.05925461333563814,0.05925461333563814,0.631578947368421,47
affine_resid,speed_rms,affine_resid__speed_rms,19,1470,0.031882480523429624,0.03246138488052401,-0.05494524746538931,0.05494524746538931,0.5789473684210527,47
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1470,0.03621839939669135,0.05476365843461472,-0.04742474529353169,0.04742474529353169,0.5789473684210527,47
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1470,0.012670511166534455,-0.0012116862131191508,0.039222446140560696,0.039222446140560696,0.5263157894736842,47
affine_pred,speed_rms,affine_pred__speed_rms,19,1470,0.024310688756519067,0.08371891635331499,-0.020457556356853673,0.020457556356853673,0.5263157894736842,47
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1470,-0.028741241472092005,-0.0273701710617599,-0.014536984920918539,0.014536984920918539,0.5263157894736842,47
raw,mean_speed,raw__mean_speed,19,1470,0.002402870154584222,0.027633590525476093,0.008000387147034077,0.008000387147034077,0.5263157894736842,47
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,-0.025607104660874708,0.06076313786874629,-0.0682041217805538,0.0682041217805538,0.5789473684210527,48
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.0945594640993484,0.025345690223265882,-0.06291721641154618,0.06291721641154618,0.5789473684210527,48
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.04771174195662109,0.03606851767338701,0.05594756027854198,0.05594756027854198,0.5263157894736842,48
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.04640683644950691,0.10330924166144562,-0.05284484564848438,0.05284484564848438,0.5263157894736842,48
raw,speed_rms,raw__speed_rms,19,1471,0.11091909184242146,0.0899682454405566,-0.0493012077266278,0.0493012077266278,0.5263157894736842,48
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,-0.0884807066962825,-0.009698418709598644,0.047693634142487173,0.047693634142487173,0.631578947368421,48
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,0.004354386166181723,0.030281703849732666,0.045529429548100575,0.045529429548100575,0.5263157894736842,48
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1471,-0.05836954856720755,-0.04384010571296887,-0.043350309492863365,0.043350309492863365,0.5263157894736842,48
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,0.03077262178293219,-0.014366341096602953,-0.02797258839753436,0.02797258839753436,0.5263157894736842,48
raw,mean_speed,raw__mean_speed,19,1471,0.08469576116680966,0.06123548479967561,0.026470916634684594,0.026470916634684594,0.5263157894736842,48
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,0.04878726490158355,-0.022292294941426816,0.02264577589712824,0.02264577589712824,0.5263157894736842,48
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,0.016020987612238802,0.009246133871629203,-0.0002578970013774051,0.0002578970013774051,0.5263157894736842,48
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.04115720028676392,0.08171371891023832,-0.10190622409282675,0.10190622409282675,0.631578947368421,49
affine_pred,speed_rms,affine_pred__speed_rms,19,1471,0.07845186561644957,0.01775886115323899,-0.07809655366720852,0.07809655366720852,0.5263157894736842,49
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,0.0031031609565020657,0.014307247901369217,0.06160051082611251,0.06160051082611251,0.631578947368421,49
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,-0.0033793889897585916,0.0002669381286671546,0.05979763143901201,0.05979763143901201,0.5789473684210527,49
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,0.04518410336866732,0.01389694485143228,-0.059791414759985895,0.059791414759985895,0.5263157894736842,49
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,0.10772228216258695,0.01007582291313086,0.051923530459178,0.051923530459178,0.5263157894736842,49
