ob,dataset,t,n_focals,neighbor_slots,unique_neighbors,neighbor_overlap_ratio,max_memberships_per_neighbor,fraction_multimembership_neighbors
15,Ob15.txt,120.56,22,176,22,8.0,14,1.0
15,Ob15.txt,120.66,22,176,22,8.0,17,1.0
15,Ob15.txt,120.76,21,168,21,8.0,17,0.9047619047619048
15,Ob15.txt,120.86,22,176,22,8.0,19,0.9090909090909092
15,Ob15.txt,120.96,22,176,22,8.0,20,0.9090909090909092
15,Ob15.txt,121.06,22,176,22,8.0,21,0.9090909090909092
15,Ob15.txt,121.16,20,160,20,8.0,19,0.95
15,Ob15.txt,121.26,20,160,20,8.0,16,0.9
15,Ob15.txt,121.36,20,160,20,8.0,16,0.95
15,Ob15.txt,121.46,21,168,21,8.0,17,0.8571428571428571
15,Ob15.txt,121.56,21,168,21,8.0,18,0.9047619047619048
15,Ob15.txt,121.66,22,176,22,8.0,18,0.9090909090909092
15,Ob15.txt,121.76,22,176,20,8.8,19,1.0
15,Ob15.txt,121.86,22,176,21,8.380952380952381,19,0.9523809523809524
15,Ob15.txt,121.96,22,176,21,8.380952380952381,20,0.9523809523809524
15,Ob15.txt,122.06,22,176,21,8.380952380952381,19,0.9523809523809524
15,Ob15.txt,122.16,21,168,21,8.0,20,0.9047619047619048
15,Ob15.txt,122.26,21,168,21,8.0,18,0.9523809523809524
15,Ob15.txt,122.36,21,168,21,8.0,16,0.9523809523809524
15,Ob15.txt,122.46,21,168,21,8.0,18,0.9047619047619048
15,Ob15.txt,122.56,21,168,21,8.0,17,0.9047619047619048
15,Ob15.txt,122.66,21,168,21,8.0,18,0.9047619047619048
15,Ob15.txt,122.76,22,176,22,8.0,19,0.9545454545454546
15,Ob15.txt,122.86,22,176,21,8.380952380952381,19,1.0
15,Ob15.txt,122.96,22,176,21,8.380952380952381,17,1.0
15,Ob15.txt,123.06,23,184,23,8.0,16,0.9565217391304348
15,Ob15.txt,123.16,24,192,23,8.347826086956522,17,0.9565217391304348
15,Ob15.txt,123.26,24,192,23,8.347826086956522,16,1.0
15,Ob15.txt,123.36,24,192,23,8.347826086956522,18,1.0
15,Ob15.txt,123.46,23,184,22,8.363636363636363,18,1.0
15,Ob15.txt,123.56,22,176,22,8.0,18,0.9545454545454546
15,Ob15.txt,123.66,22,176,22,8.0,17,1.0
15,Ob15.txt,123.76,21,168,21,8.0,16,1.0
15,Ob15.txt,123.86,22,176,21,8.380952380952381,18,1.0
15,Ob15.txt,123.96,22,176,21,8.380952380952381,18,1.0
15,Ob15.txt,124.06,22,176,21,8.380952380952381,17,1.0
15,Ob15.txt,124.16,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,124.26,22,176,22,8.0,19,0.9545454545454546
15,Ob15.txt,124.36,22,176,22,8.0,19,0.9545454545454546
15,Ob15.txt,124.46,22,176,22,8.0,19,0.9090909090909092
15,Ob15.txt,124.56,23,184,23,8.0,18,0.9130434782608696
15,Ob15.txt,124.66,22,176,22,8.0,18,0.9090909090909092
15,Ob15.txt,124.76,21,168,20,8.4,19,0.95
15,Ob15.txt,124.86,19,152,18,8.444444444444445,16,0.9444444444444444
15,Ob15.txt,124.96,19,152,18,8.444444444444445,16,0.9444444444444444
15,Ob15.txt,125.06,19,152,18,8.444444444444445,16,0.9444444444444444
15,Ob15.txt,125.16,19,152,18,8.444444444444445,17,0.8888888888888888
15,Ob15.txt,125.26,19,152,18,8.444444444444445,16,1.0
15,Ob15.txt,125.36,19,152,18,8.444444444444445,14,1.0
15,Ob15.txt,125.46,19,152,18,8.444444444444445,15,1.0
15,Ob15.txt,125.56,18,144,17,8.470588235294118,15,1.0
15,Ob15.txt,125.66,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,125.76,18,144,18,8.0,16,0.9444444444444444
15,Ob15.txt,125.86,18,144,18,8.0,17,1.0
15,Ob15.txt,125.96,19,152,19,8.0,18,0.9473684210526316
15,Ob15.txt,126.06,20,160,20,8.0,19,0.9
15,Ob15.txt,126.16,20,160,20,8.0,17,1.0
15,Ob15.txt,126.26,20,160,20,8.0,15,1.0
15,Ob15.txt,126.36,23,184,23,8.0,16,1.0
15,Ob15.txt,126.46,22,176,22,8.0,17,1.0
15,Ob15.txt,126.56,21,168,21,8.0,16,0.9523809523809524
15,Ob15.txt,126.66,21,168,21,8.0,16,0.9523809523809524
15,Ob15.txt,126.76,21,168,21,8.0,15,0.9523809523809524
15,Ob15.txt,126.86,21,168,21,8.0,14,0.9523809523809524
15,Ob15.txt,126.96,20,160,20,8.0,15,1.0
15,Ob15.txt,127.06,20,160,20,8.0,17,1.0
15,Ob15.txt,127.16,20,160,20,8.0,18,0.95
15,Ob15.txt,127.26,20,160,20,8.0,18,0.95
15,Ob15.txt,127.36,23,184,22,8.363636363636363,18,1.0
15,Ob15.txt,127.46,22,176,21,8.380952380952381,17,0.9523809523809524
15,Ob15.txt,127.56,21,168,20,8.4,17,0.95
15,Ob15.txt,127.66,21,168,20,8.4,18,0.95
15,Ob15.txt,127.76,21,168,21,8.0,20,0.9523809523809524
15,Ob15.txt,127.86,21,168,21,8.0,20,0.9523809523809524
15,Ob15.txt,127.96,21,168,20,8.4,20,0.95
15,Ob15.txt,128.06,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,128.16,22,176,22,8.0,19,0.9090909090909092
15,Ob15.txt,128.26,21,168,21,8.0,17,1.0
15,Ob15.txt,128.36,21,168,21,8.0,19,1.0
15,Ob15.txt,128.46,21,168,21,8.0,19,0.9047619047619048
15,Ob15.txt,128.56,21,168,21,8.0,16,0.9047619047619048
15,Ob15.txt,128.66,21,168,20,8.4,16,1.0
15,Ob15.txt,128.76,21,168,20,8.4,15,1.0
15,Ob15.txt,128.86,21,168,20,8.4,15,1.0
15,Ob15.txt,128.96,22,176,22,8.0,16,0.8636363636363636
15,Ob15.txt,129.06,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,129.16,22,176,22,8.0,18,0.9545454545454546
15,Ob15.txt,129.26,22,176,22,8.0,20,0.9545454545454546
15,Ob15.txt,129.36,22,176,22,8.0,20,0.9090909090909092
15,Ob15.txt,129.46,21,168,21,8.0,18,0.9523809523809524
15,Ob15.txt,129.56,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,129.66,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,129.76,21,168,20,8.4,17,0.95
15,Ob15.txt,129.86,21,168,20,8.4,16,0.95
15,Ob15.txt,129.96,22,176,22,8.0,19,0.9545454545454546
15,Ob15.txt,130.06,22,176,22,8.0,19,0.9090909090909092
15,Ob15.txt,130.16,23,184,23,8.0,18,0.9565217391304348
15,Ob15.txt,130.26,22,176,22,8.0,16,0.9090909090909092
15,Ob15.txt,130.36,21,168,21,8.0,15,0.9047619047619048
15,Ob15.txt,130.46,21,168,21,8.0,14,0.9523809523809524
15,Ob15.txt,130.56,21,168,21,8.0,15,0.9523809523809524
15,Ob15.txt,130.66,21,168,21,8.0,19,0.9523809523809524
15,Ob15.txt,130.76,21,168,21,8.0,17,0.9523809523809524
15,Ob15.txt,130.86,22,176,21,8.380952380952381,17,1.0
15,Ob15.txt,130.96,21,168,21,8.0,15,1.0
15,Ob15.txt,131.06,20,160,20,8.0,15,1.0
15,Ob15.txt,131.16,20,160,20,8.0,15,1.0
15,Ob15.txt,131.26,20,160,20,8.0,16,1.0
15,Ob15.txt,131.36,21,168,21,8.0,17,1.0
15,Ob15.txt,131.46,21,168,21,8.0,16,1.0
15,Ob15.txt,131.56,21,168,21,8.0,15,0.9523809523809524
15,Ob15.txt,131.66,21,168,21,8.0,14,0.9523809523809524
15,Ob15.txt,131.76,21,168,21,8.0,14,1.0
15,Ob15.txt,131.86,22,176,21,8.380952380952381,14,1.0
15,Ob15.txt,131.96,22,176,21,8.380952380952381,15,0.9523809523809524
15,Ob15.txt,132.06,22,176,22,8.0,15,0.9545454545454546
15,Ob15.txt,132.16,22,176,22,8.0,18,0.9545454545454546
15,Ob15.txt,132.26,22,176,22,8.0,18,0.9545454545454546
15,Ob15.txt,132.36,22,176,21,8.380952380952381,17,1.0
15,Ob15.txt,132.46,23,184,23,8.0,17,0.9565217391304348
15,Ob15.txt,132.56,22,176,22,8.0,17,1.0
15,Ob15.txt,132.66,21,168,21,8.0,15,1.0
15,Ob15.txt,132.76,21,168,21,8.0,16,1.0
15,Ob15.txt,132.86,21,168,21,8.0,17,1.0
15,Ob15.txt,132.96,21,168,21,8.0,19,1.0
15,Ob15.txt,133.06,21,168,21,8.0,18,1.0
15,Ob15.txt,133.16,20,160,20,8.0,19,0.95
15,Ob15.txt,133.26,20,160,20,8.0,18,0.95
15,Ob15.txt,133.36,20,160,20,8.0,16,0.95
15,Ob15.txt,133.46,20,160,20,8.0,16,0.95
15,Ob15.txt,133.56,22,176,22,8.0,18,0.9545454545454546
15,Ob15.txt,133.66,22,176,21,8.380952380952381,18,1.0
15,Ob15.txt,133.76,20,160,19,8.421052631578947,18,1.0
15,Ob15.txt,133.86,20,160,19,8.421052631578947,17,1.0
15,Ob15.txt,133.96,20,160,19,8.421052631578947,17,1.0
15,Ob15.txt,134.06,19,152,19,8.0,15,1.0
15,Ob15.txt,134.16,19,152,19,8.0,17,1.0
15,Ob15.txt,134.26,19,152,19,8.0,17,1.0
15,Ob15.txt,134.36,19,152,19,8.0,18,1.0
15,Ob15.txt,134.46,19,152,19,8.0,17,1.0
15,Ob15.txt,134.56,19,152,19,8.0,18,1.0
15,Ob15.txt,134.66,19,152,19,8.0,18,1.0
15,Ob15.txt,134.76,18,144,18,8.0,15,1.0
15,Ob15.txt,134.86,18,144,18,8.0,16,1.0
15,Ob15.txt,134.96,18,144,18,8.0,14,1.0
15,Ob15.txt,135.06,18,144,18,8.0,17,0.8333333333333334
15,Ob15.txt,135.16,17,136,17,8.0,16,0.8235294117647058
15,Ob15.txt,135.26,17,136,17,8.0,15,1.0
15,Ob15.txt,135.36,17,136,17,8.0,16,1.0
15,Ob15.txt,135.46,18,144,18,8.0,17,1.0
15,Ob15.txt,135.56,18,144,18,8.0,17,0.8888888888888888
15,Ob15.txt,135.66,17,136,17,8.0,16,0.8235294117647058
15,Ob15.txt,135.76,17,136,17,8.0,16,0.9411764705882352
15,Ob15.txt,135.86,19,152,19,8.0,16,1.0
15,Ob15.txt,135.96,19,152,19,8.0,16,1.0
15,Ob15.txt,136.06,19,152,19,8.0,15,0.9473684210526316
15,Ob15.txt,136.16,19,152,18,8.444444444444445,17,1.0
15,Ob15.txt,136.26,19,152,18,8.444444444444445,16,1.0
15,Ob15.txt,136.36,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,136.46,18,144,18,8.0,16,1.0
15,Ob15.txt,136.56,19,152,19,8.0,16,1.0
15,Ob15.txt,136.66,21,168,21,8.0,17,0.9523809523809524
15,Ob15.txt,136.76,21,168,21,8.0,18,0.9523809523809524
15,Ob15.txt,136.86,20,160,20,8.0,15,0.95
15,Ob15.txt,136.96,21,168,21,8.0,15,0.9523809523809524
15,Ob15.txt,137.06,21,168,21,8.0,12,1.0
15,Ob15.txt,137.16,20,160,20,8.0,14,1.0
15,Ob15.txt,137.26,20,160,20,8.0,15,0.95
15,Ob15.txt,137.36,19,152,19,8.0,16,0.9473684210526316
15,Ob15.txt,137.46,19,152,19,8.0,17,0.9473684210526316
15,Ob15.txt,137.56,19,152,19,8.0,18,0.9473684210526316
15,Ob15.txt,137.66,20,160,20,8.0,17,0.95
15,Ob15.txt,137.76,21,168,20,8.4,17,1.0
15,Ob15.txt,137.86,22,176,22,8.0,16,0.9090909090909092
15,Ob15.txt,137.96,23,184,23,8.0,18,1.0
15,Ob15.txt,138.06,22,176,22,8.0,19,1.0
15,Ob15.txt,138.16,21,168,21,8.0,19,1.0
15,Ob15.txt,138.26,20,160,20,8.0,18,1.0
15,Ob15.txt,138.36,20,160,20,8.0,17,0.95
15,Ob15.txt,138.46,21,168,21,8.0,15,1.0
15,Ob15.txt,138.56,21,168,21,8.0,15,1.0
15,Ob15.txt,138.66,21,168,21,8.0,19,1.0
15,Ob15.txt,138.76,21,168,21,8.0,17,1.0
15,Ob15.txt,138.86,19,152,19,8.0,15,1.0
15,Ob15.txt,138.96,20,160,20,8.0,16,1.0
15,Ob15.txt,139.06,20,160,20,8.0,13,1.0
15,Ob15.txt,139.16,20,160,20,8.0,15,1.0
15,Ob15.txt,139.26,22,176,22,8.0,16,1.0
15,Ob15.txt,139.36,22,176,22,8.0,16,1.0
15,Ob15.txt,139.46,20,160,20,8.0,18,1.0
15,Ob15.txt,139.56,20,160,20,8.0,16,1.0
15,Ob15.txt,139.66,20,160,20,8.0,16,1.0
15,Ob15.txt,139.76,20,160,20,8.0,16,1.0
15,Ob15.txt,139.86,22,176,22,8.0,16,1.0
15,Ob15.txt,139.96,22,176,22,8.0,17,1.0
15,Ob15.txt,140.06,21,168,21,8.0,17,0.9523809523809524
15,Ob15.txt,140.16,21,168,21,8.0,19,0.9523809523809524
15,Ob15.txt,140.26,21,168,21,8.0,16,0.9047619047619048
15,Ob15.txt,140.36,22,176,22,8.0,16,0.9545454545454546
15,Ob15.txt,140.46,20,160,20,8.0,15,1.0
15,Ob15.txt,140.56,21,168,21,8.0,13,1.0
15,Ob15.txt,140.66,21,168,21,8.0,13,1.0
15,Ob15.txt,140.76,21,168,21,8.0,16,1.0
15,Ob15.txt,140.86,21,168,21,8.0,14,1.0
15,Ob15.txt,140.96,22,176,22,8.0,17,1.0
15,Ob15.txt,141.06,20,160,20,8.0,19,0.95
15,Ob15.txt,141.16,20,160,20,8.0,19,0.95
15,Ob15.txt,141.26,21,168,21,8.0,17,1.0
15,Ob15.txt,141.36,20,160,20,8.0,18,1.0
15,Ob15.txt,141.46,20,160,20,8.0,18,0.95
15,Ob15.txt,141.56,20,160,20,8.0,16,0.95
15,Ob15.txt,141.66,19,152,19,8.0,18,1.0
15,Ob15.txt,141.76,19,152,19,8.0,18,1.0
15,Ob15.txt,141.86,20,160,20,8.0,19,1.0
15,Ob15.txt,141.96,20,160,20,8.0,19,1.0
15,Ob15.txt,142.06,20,160,20,8.0,17,1.0
15,Ob15.txt,142.16,20,160,20,8.0,17,1.0
15,Ob15.txt,142.26,20,160,20,8.0,16,1.0
15,Ob15.txt,142.36,20,160,20,8.0,16,1.0
15,Ob15.txt,142.46,18,144,18,8.0,15,1.0
15,Ob15.txt,142.56,19,152,19,8.0,16,1.0
15,Ob15.txt,142.66,20,160,20,8.0,16,1.0
15,Ob15.txt,142.76,20,160,20,8.0,14,1.0
15,Ob15.txt,142.86,21,168,21,8.0,14,1.0
15,Ob15.txt,142.96,21,168,21,8.0,14,1.0
15,Ob15.txt,143.06,21,168,21,8.0,14,0.9523809523809524
15,Ob15.txt,143.16,22,176,22,8.0,14,0.9545454545454546
15,Ob15.txt,143.26,22,176,22,8.0,15,0.9545454545454546
15,Ob15.txt,143.36,23,184,22,8.363636363636363,17,1.0
15,Ob15.txt,143.46,23,184,22,8.363636363636363,19,1.0
15,Ob15.txt,143.56,24,192,24,8.0,19,0.9583333333333334
15,Ob15.txt,143.66,23,184,22,8.363636363636363,18,1.0
15,Ob15.txt,143.76,23,184,23,8.0,17,0.9565217391304348
15,Ob15.txt,143.86,23,184,23,8.0,15,1.0
15,Ob15.txt,143.96,23,184,23,8.0,16,1.0
15,Ob15.txt,144.06,22,176,22,8.0,18,1.0
15,Ob15.txt,144.16,23,184,23,8.0,19,1.0
15,Ob15.txt,144.26,21,168,21,8.0,20,1.0
15,Ob15.txt,144.36,22,176,22,8.0,16,1.0
15,Ob15.txt,144.46,22,176,22,8.0,16,1.0
15,Ob15.txt,144.56,23,184,23,8.0,18,1.0
15,Ob15.txt,144.66,23,184,23,8.0,17,1.0
15,Ob15.txt,144.76,23,184,23,8.0,17,1.0
15,Ob15.txt,144.86,23,184,23,8.0,16,0.9130434782608696
15,Ob15.txt,144.96,22,176,22,8.0,14,0.9545454545454546
15,Ob15.txt,145.06,22,176,22,8.0,14,1.0
15,Ob15.txt,145.16,21,168,21,8.0,15,1.0
15,Ob15.txt,145.26,21,168,21,8.0,16,1.0
15,Ob15.txt,145.36,21,168,21,8.0,14,1.0
15,Ob15.txt,145.46,21,168,21,8.0,16,1.0
15,Ob15.txt,145.56,21,168,21,8.0,17,1.0
15,Ob15.txt,145.66,21,168,21,8.0,16,1.0
15,Ob15.txt,145.76,21,168,21,8.0,19,0.9523809523809524
15,Ob15.txt,145.86,20,160,20,8.0,17,0.95
15,Ob15.txt,145.96,19,152,19,8.0,16,0.9473684210526316
15,Ob15.txt,146.06,18,144,18,8.0,16,0.8888888888888888
15,Ob15.txt,146.16,18,144,18,8.0,17,0.8333333333333334
15,Ob15.txt,146.26,18,144,18,8.0,16,0.8333333333333334
15,Ob15.txt,146.36,19,152,19,8.0,17,0.8947368421052632
15,Ob15.txt,146.46,20,160,20,8.0,17,0.85
15,Ob15.txt,146.56,19,152,18,8.444444444444445,16,0.9444444444444444
15,Ob15.txt,146.66,19,152,19,8.0,17,0.8947368421052632
15,Ob15.txt,146.76,19,152,19,8.0,18,0.9473684210526316
15,Ob15.txt,146.86,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,146.96,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,147.06,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,147.16,19,152,19,8.0,16,1.0
15,Ob15.txt,147.26,19,152,19,8.0,15,1.0
15,Ob15.txt,147.36,20,160,20,8.0,15,1.0
15,Ob15.txt,147.46,20,160,20,8.0,15,1.0
15,Ob15.txt,147.56,20,160,20,8.0,14,0.95
15,Ob15.txt,147.66,20,160,20,8.0,15,0.95
15,Ob15.txt,147.76,20,160,20,8.0,13,1.0
15,Ob15.txt,147.86,20,160,20,8.0,15,1.0
15,Ob15.txt,147.96,20,160,20,8.0,18,1.0
15,Ob15.txt,148.06,20,160,20,8.0,17,1.0
15,Ob15.txt,148.16,20,160,20,8.0,18,0.95
15,Ob15.txt,148.26,20,160,20,8.0,17,0.95
15,Ob15.txt,148.36,19,152,19,8.0,18,0.9473684210526316
15,Ob15.txt,148.46,18,144,17,8.470588235294118,16,0.9411764705882352
15,Ob15.txt,148.56,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,148.66,18,144,18,8.0,17,0.8888888888888888
15,Ob15.txt,148.76,18,144,18,8.0,16,0.8888888888888888
15,Ob15.txt,148.86,19,152,19,8.0,18,0.8947368421052632
15,Ob15.txt,148.96,20,160,19,8.421052631578947,16,0.9473684210526316
15,Ob15.txt,149.06,19,152,18,8.444444444444445,17,1.0
15,Ob15.txt,149.16,19,152,18,8.444444444444445,17,0.9444444444444444
15,Ob15.txt,149.26,18,144,18,8.0,16,0.8888888888888888
15,Ob15.txt,149.36,19,152,19,8.0,16,0.8947368421052632
15,Ob15.txt,149.46,19,152,19,8.0,16,0.8947368421052632
15,Ob15.txt,149.56,19,152,19,8.0,16,0.8421052631578947
15,Ob15.txt,149.66,19,152,18,8.444444444444445,15,0.8888888888888888
15,Ob15.txt,149.76,19,152,18,8.444444444444445,15,0.8888888888888888
15,Ob15.txt,149.86,19,152,18,8.444444444444445,18,0.9444444444444444
15,Ob15.txt,149.96,19,152,18,8.444444444444445,17,0.9444444444444444
15,Ob15.txt,150.06,17,136,16,8.5,16,1.0
15,Ob15.txt,150.16,17,136,17,8.0,16,0.9411764705882352
15,Ob15.txt,150.26,17,136,17,8.0,16,0.9411764705882352
15,Ob15.txt,150.36,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,150.46,20,160,20,8.0,19,1.0
15,Ob15.txt,150.56,20,160,20,8.0,18,1.0
15,Ob15.txt,150.66,20,160,20,8.0,16,1.0
15,Ob15.txt,150.76,18,144,18,8.0,17,1.0
15,Ob15.txt,150.86,18,144,18,8.0,17,1.0
15,Ob15.txt,150.96,17,136,17,8.0,16,0.9411764705882352
15,Ob15.txt,151.06,16,128,15,8.533333333333333,15,1.0
15,Ob15.txt,151.16,16,128,15,8.533333333333333,15,1.0
15,Ob15.txt,151.26,18,144,18,8.0,17,0.8888888888888888
15,Ob15.txt,151.36,18,144,18,8.0,16,0.9444444444444444
15,Ob15.txt,151.46,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,151.56,18,144,17,8.470588235294118,15,1.0
15,Ob15.txt,151.66,18,144,17,8.470588235294118,15,1.0
15,Ob15.txt,151.76,18,144,18,8.0,15,0.9444444444444444
15,Ob15.txt,151.86,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,151.96,17,136,17,8.0,16,0.8823529411764706
15,Ob15.txt,152.06,17,136,17,8.0,16,0.8235294117647058
15,Ob15.txt,152.16,18,144,18,8.0,17,1.0
15,Ob15.txt,152.26,19,152,19,8.0,15,1.0
15,Ob15.txt,152.36,20,160,20,8.0,16,1.0
15,Ob15.txt,152.46,20,160,20,8.0,16,0.95
15,Ob15.txt,152.56,21,168,21,8.0,15,1.0
15,Ob15.txt,152.66,20,160,20,8.0,14,1.0
15,Ob15.txt,152.76,20,160,20,8.0,16,1.0
15,Ob15.txt,152.86,20,160,20,8.0,16,1.0
15,Ob15.txt,152.96,20,160,20,8.0,18,1.0
15,Ob15.txt,153.06,20,160,20,8.0,18,0.95
15,Ob15.txt,153.16,18,144,18,8.0,16,0.8888888888888888
15,Ob15.txt,153.26,17,136,15,9.066666666666666,15,0.9333333333333332
15,Ob15.txt,153.36,17,136,15,9.066666666666666,15,1.0
15,Ob15.txt,153.46,17,136,16,8.5,14,0.9375
15,Ob15.txt,153.56,17,136,16,8.5,14,0.9375
15,Ob15.txt,153.66,17,136,16,8.5,16,0.9375
15,Ob15.txt,153.76,17,136,16,8.5,16,1.0
15,Ob15.txt,153.86,18,144,17,8.470588235294118,15,1.0
15,Ob15.txt,153.96,18,144,17,8.470588235294118,17,1.0
15,Ob15.txt,154.06,18,144,17,8.470588235294118,17,1.0
15,Ob15.txt,154.16,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,154.26,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,154.36,18,144,17,8.470588235294118,16,1.0
15,Ob15.txt,154.46,19,152,19,8.0,17,0.8947368421052632
15,Ob15.txt,154.56,18,144,18,8.0,17,0.9444444444444444
15,Ob15.txt,154.66,19,152,18,8.444444444444445,17,1.0
15,Ob15.txt,154.76,19,152,18,8.444444444444445,17,1.0
15,Ob15.txt,154.86,19,152,18,8.444444444444445,16,1.0
15,Ob15.txt,154.96,20,160,18,8.88888888888889,18,1.0
15,Ob15.txt,155.06,21,168,20,8.4,18,0.95
15,Ob15.txt,155.16,21,168,21,8.0,17,0.9047619047619048
15,Ob15.txt,155.26,21,168,21,8.0,18,0.9047619047619048
15,Ob15.txt,155.36,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,155.46,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,155.56,22,176,22,8.0,17,0.9545454545454546
15,Ob15.txt,155.66,21,168,21,8.0,17,0.9523809523809524
15,Ob15.txt,155.76,20,160,20,8.0,15,0.95
15,Ob15.txt,155.86,20,160,20,8.0,16,1.0
15,Ob15.txt,155.96,20,160,20,8.0,18,1.0
15,Ob15.txt,156.06,21,168,21,8.0,16,1.0
15,Ob15.txt,156.16,21,168,21,8.0,20,1.0
15,Ob15.txt,156.26,21,168,21,8.0,19,0.9047619047619048
15,Ob15.txt,156.36,21,168,21,8.0,18,0.9523809523809524
15,Ob15.txt,156.46,21,168,21,8.0,17,1.0
15,Ob15.txt,156.56,22,176,22,8.0,18,0.9090909090909092
15,Ob15.txt,156.66,23,184,22,8.363636363636363,17,0.9545454545454546
15,Ob15.txt,156.76,23,184,22,8.363636363636363,17,0.9545454545454546
15,Ob15.txt,156.86,23,184,22,8.363636363636363,20,1.0
15,Ob15.txt,156.96,23,184,22,8.363636363636363,20,1.0
15,Ob15.txt,157.06,23,184,22,8.363636363636363,20,1.0
15,Ob15.txt,157.16,23,184,23,8.0,20,0.9565217391304348
15,Ob15.txt,157.26,23,184,23,8.0,20,0.9565217391304348
15,Ob15.txt,157.36,22,176,21,8.380952380952381,21,0.9523809523809524
15,Ob15.txt,157.46,21,168,20,8.4,20,1.0
15,Ob15.txt,157.56,21,168,20,8.4,20,1.0
15,Ob15.txt,157.66,22,176,21,8.380952380952381,18,1.0
15,Ob15.txt,157.76,23,184,22,8.363636363636363,17,0.9545454545454546
15,Ob15.txt,157.86,22,176,21,8.380952380952381,19,1.0
15,Ob15.txt,157.96,21,168,20,8.4,18,1.0
15,Ob15.txt,158.06,21,168,20,8.4,18,1.0
15,Ob15.txt,158.16,20,160,19,8.421052631578947,16,1.0
15,Ob15.txt,158.26,20,160,19,8.421052631578947,19,1.0
15,Ob15.txt,158.36,21,168,20,8.4,19,0.95
15,Ob15.txt,158.46,21,168,21,8.0,17,0.9047619047619048
15,Ob15.txt,158.56,22,176,21,8.380952380952381,20,1.0
15,Ob15.txt,158.66,22,176,21,8.380952380952381,18,1.0
15,Ob15.txt,158.76,22,176,21,8.380952380952381,16,1.0
15,Ob15.txt,158.86,23,184,22,8.363636363636363,17,1.0
15,Ob15.txt,158.96,23,184,22,8.363636363636363,16,1.0
15,Ob15.txt,159.06,23,184,22,8.363636363636363,15,1.0
15,Ob15.txt,159.16,23,184,22,8.363636363636363,19,1.0
15,Ob15.txt,159.26,22,176,21,8.380952380952381,21,0.9523809523809524
15,Ob15.txt,159.36,22,176,21,8.380952380952381,15,0.9523809523809524
15,Ob15.txt,159.46,22,176,21,8.380952380952381,14,1.0
15,Ob15.txt,159.56,22,176,21,8.380952380952381,15,1.0
15,Ob15.txt,159.66,22,176,20,8.8,15,1.0
15,Ob15.txt,159.76,21,168,19,8.842105263157896,16,1.0
15,Ob15.txt,159.86,21,168,20,8.4,18,1.0
15,Ob15.txt,159.96,21,168,20,8.4,17,0.95
15,Ob15.txt,160.06,21,168,20,8.4,18,1.0
15,Ob15.txt,160.16,23,184,22,8.363636363636363,18,0.9545454545454546
15,Ob15.txt,160.26,23,184,22,8.363636363636363,19,0.9545454545454546
15,Ob15.txt,160.36,22,176,21,8.380952380952381,20,0.9523809523809524
15,Ob15.txt,160.46,21,168,21,8.0,19,0.9523809523809524
15,Ob15.txt,160.56,21,168,21,8.0,20,0.9523809523809524
15,Ob15.txt,160.66,21,168,20,8.4,20,0.9
15,Ob15.txt,160.76,21,168,20,8.4,20,0.95
15,Ob15.txt,160.86,21,168,20,8.4,20,1.0
15,Ob15.txt,160.96,20,160,19,8.421052631578947,18,1.0
15,Ob15.txt,161.06,20,160,19,8.421052631578947,16,1.0
15,Ob15.txt,161.16,20,160,19,8.421052631578947,18,1.0
15,Ob15.txt,161.26,21,168,20,8.4,17,1.0
15,Ob15.txt,161.36,22,176,21,8.380952380952381,21,1.0
15,Ob15.txt,161.46,22,176,21,8.380952380952381,20,1.0
15,Ob15.txt,161.56,21,168,20,8.4,16,1.0
15,Ob15.txt,161.66,20,160,19,8.421052631578947,18,1.0
15,Ob15.txt,161.76,20,160,19,8.421052631578947,19,1.0
15,Ob15.txt,161.86,21,168,20,8.4,18,0.95
15,Ob15.txt,161.96,21,168,20,8.4,17,0.95
15,Ob15.txt,162.06,20,160,19,8.421052631578947,17,0.8947368421052632
15,Ob15.txt,162.16,20,160,19,8.421052631578947,19,0.9473684210526316
15,Ob15.txt,162.26,19,152,18,8.444444444444445,18,0.9444444444444444
15,Ob15.txt,162.36,22,176,21,8.380952380952381,18,0.9523809523809524
15,Ob15.txt,162.46,23,184,22,8.363636363636363,17,0.9545454545454546
15,Ob15.txt,162.56,23,184,22,8.363636363636363,18,0.9090909090909092
15,Ob15.txt,162.66,24,192,23,8.347826086956522,20,0.9130434782608696
